,input_text,target_text
1967,"-- O Rio Grande do Sul será o maior produtor, porque vendeu 20% de todo o biodiesel negociado nos leilões feitos para abastecer o mercado do novo combustível no primeiro semestre de 2008 -- explica Arnoldo de Campos, coordenador do Programa de Biodiesel pelo Ministério do Desenvolvimento Agrário. ","-- O Rio Grande do Sul será o maior produtor, porque vendeu 20% de todo o biodiesel negociado nos leilões feitos com o objetivo de abastecer o mercado do novo combustível no primeiro semestre de 2008 -- explica Arnoldo de Campos. "
986,O desastre gerou críticas -- a maioria dos navios russos não seria apropriada para navegar no Mar Negro. ,O desastre gerou críticas. 
2848,"Apesar disso, cerca de 400 brasileiros devem desembarcar em Nairóbi nos próximos dias, segundo o Conselho Internacional do Fórum. ",Mas cerca de 400 brasileiros devem desembarcar em Nairóbi nos próximos dias de acordo com o Conselho Internacional do Fórum. 
2751,"Centenas de trabalhadores tomaram o espaço da assembléia, que começou por volta de 10h30 min, e torceram pelo plano como se fosse uma partida de futebol. ","Centenas de trabalhadores tomaram o espaço da assembléia, que começou por volta de 10h30 min, e torceram pelo plano como se fosse uma partida de futebol. "
2436,"Com isso, os computadores teriam acelerado o motor, impedindo que o avião reduzisse a velocidade. ","Com isso, os computadores teriam acelerado o motor, impedindo que o avião reduzisse a velocidade. "
490,O trânsito de Mercúrio -- o planeta mais próximo do Sol -- tem características parecidas com um eclipse solar. ,O trânsito de Mercúrio tem características parecidas com um eclipse solar. 
1328,Nem só preocupações entraram na mira dos gaúchos com o nervosismo que agita os mercados desde o início do mês. ,O nervosismo agita os mercados desde o início do mês. 
529,"Dentro de 30 dias, em 9 de maio, Bento XVI faz sua primeira visita como Papa ao Brasil, para abrir a 5ª Conferência Geral do Episcopado da América Latina e do Caribe (Celam), na cidade de Aparecida, a 167 quilômetros de São Paulo. ","Dentro de 30 dias, Bento XVI vem visitar o Brasil pela primeira vez como papa. "
2726,"Ontem à tarde, o barulho de São Paulo continuava do lado de fora dos muros. ","Ontem à tarde, o barulho de São Paulo continuava do lado de fora dos muros. "
1383,Votação vai definir os três nomes da OAB para desembargador. ,Votação vai definir os três nomes da Ordem dos Advogados do Brasil para desembargador. 
1265,"Desceu uma lomba muito usada pelos skatistas que adotaram a Praia do Santinho como ponto de manobras e, ao final da descida, ele deveria fazer uma curva e saltar. ",Desceu uma ladeira muito usada pelos skatistas. 
290,"O sol deverá predominar no período, e as temperaturas mínimas vão variar entre 12º C e 14º C na maior parte do Estado -- na Serra, elas continuarão entre 6º C e 8º C. ",O sol deverá aparecer durante a maior parte das manhãs. 
3295,"A projeção dos cientistas para o ano 2025 é que 3,3 bilhões de pessoas não tenham mais água para irrigação, a atividade humana que mais consome o líquido. ","A projeção dos cientistas para o ano 2025 é que 3,3 bilhões de pessoas não tenham mais água para molhar plantações, a atividade humana que mais consome o líquido. "
2873,"Os resultados são percebidos em redutos tradicionais da classe média, como Cidade Baixa e Menino Deus. ","Percebem-se os resultados em espaços tradicionais da classe média, como Cidade Baixa e Menino Deus. "
2813,"Inaugurado durante os festejos do centenário de nascimento de Alberto Santos-Dumont, em 1973, o monumento foi posicionado ao lado do busto do Duque de Caxias, em frente ao Monumento ao Expedicionário. ","Inauguraram o monumento durante a festa de cem anos de nascimento de Alberto Santos-Dumont, em 1973. "
3075,"O Grupo RBS celebra hoje os seus primeiros 50 anos de existência com as mãos no trabalho, os olhos no futuro e o coração tomado pela mesma paixão de comunicar que motivou Maurício Sirotsky Sobrinho ao associar-se à Rádio Gaúcha em 1957. ",O Grupo RBS celebra hoje os seus primeiros 50 anos de existência. 
1839,"Dez anos depois da crise asiática que afetou a economia no mundo, o mercado de capitais de diversos países voltou ontem a vivenciar uma onda de pessimismo que lembrou o 11 de setembro de 2001. ","Dez anos depois da crise asiática que afeto a economia no mundo, o mercado de capitais de diversos países voltou ontem a viver uma onda de pessimismo. "
1163,"Em pronunciamento da tribuna da Assembléia, o deputado estadual Nelson Marchezan Júnior (PSDB) defendeu a punição dos invasores do plenário da Casa. ","Em declaração na tribuna da Assembléia, o deputado estadual Nelson Marchezan Júnior defendeu a punição dos invasores do plenário da Assembléia. "
2935,"Para o professor de português e doutor em Letras Cláudio Moreno, deve ser seguida a orientação dos dicionários, ou seja, macela. ","Na opinião do professor de português e doutor em Letras Cláudio Moreno, deve-se seguir a orientação dos dicionários, ou seja, macela. "
996,"Juliano Oliveira ferreira, 18 anos, foi detido na madrugada de ontem pela Guarda Municipal quando pichava com um amigo o muro da Escola Estadual de Ensino Fundamental Ministro Salgado Filho, no bairro Protásio Alves, na Capital. ",A Guarda Municipal prendeu Juliano Oliveira Ferreira na madrugada de ontem. 
87,Moradores do local afirmam que 11 pessoas foram mortas -- e garantem que isso ocorreu antes de a casa ser destruída. ,Moradores do local afirmam que 11 pessoas foram mortas. 
1264,"Desceu uma lomba muito usada pelos skatistas que adotaram a Praia do Santinho como ponto de manobras e, ao final da descida, ele deveria fazer uma curva e saltar. ",Desceu uma ladeira muito usada pelos skatistas. 
845,"A data é marcada por reuniões familiares, rezas e pelo cultivo de tradições como o toque do shofar (instrumento de sopro feito, geralmente, de chifre de carneiro) e a oferta de doces. ","A data é marcada por reuniões familiares, rezas e pela manutenção de tradições. "
2366,"Depois, com os integrantes da família, o terço é rezado antes que se completem as 24 horas nas quais a capelinha permanece na casa. ","Em seguida, reza-se o terço com os integrantes da família, antes que se completem as 24 horas nas quais a capelinha permanece na casa. "
2753,"Os investidores poderão optar por comprar a companhia em leilão com as rotas nacionais e internacionais, batizada de Varig Operacional, ao preço mínimo de US$ 860 milhões, ou adquirir só a parte doméstica, a Varig Doméstica, ao valor-base de US$ 700 milhões (veja quadro na página ao lado). ",Os investidores poderão optar por comprar a companhia em leilão com as rotas nacionais e internacionais ao preço mínimo de US$ 860 milhões. 
1877,"Com carvão a poucos centímetros da superfície, a área é considerada a mais atrativa no estado. ",A área tem carvão a poucos centímetros da superfície. 
2878,"Em alguns casos, como no salão de beleza de Rosane Ivaniski, 49 anos, há duas proteções de ferro entre a porta de entrada do estabelecimento e o caminho para pedestres. ","Em alguns casos, como no salão de beleza de Rosane Ivaniski, há duas proteções de ferro entre a porta de entrada e o caminho para pedestres. "
1994,"Rapidamente controlado pela Brigada Militar, o conflito envolvendo quatro apenados tornou-se mais um na lista de incidentes do local, construído em 1977. ","Rapidamente controlado pela Brigada Militar, o conflito envolvendo quatro condenados tornou-se mais um na lista de incidentes do local, contruído em 1977. "
3438,"Todos eles descendem de lobos domesticados pela primeira vez no leste da Ásia, há possivelmente meros 15 mil anos. ",Todos eles têm origem em lobos domesticados pela primeira vez no leste da Ásia há uns poucos 15 mil anos talvez. 
702,"É das mãos de apenas 13 religiosas que saem as famosas pílulas de Frei Galvão, imortalizadas pelo primeiro santo brasileiro. ",As famosas pílulas de Frei Galvão saem das mãos de apenas 13 monjas. 
2572,"Entre Rio e Bali, o jovem ativista virou senador democrata e quase presidente da nação mais poderosa -- e poluidora -- do mundo. ","Entre Rio e Bali, o jovem ativista virou senador democrata e quase presidente da nação mais poderosa e poluidora do mundo. "
267,"O tempo testou novamente a paciência de centenas de passageiros com vôos marcados no Aeroporto Internacional Salgado Filho, na Capital, ontem pela manhã. ","O tempo testou novamente a paciência de centenas de passageiros com vôos marcados no Aeroporto Internacional Salgado Filho, na Capital, ontem pela manhã. "
813,"Mas não há tantos motivos para se preocupar, conforme o meteorologista José Fernando Pesqueiro, do Centro de Previsão de Tempo e Estudos Climáticos (CPTEC). ",O meteorologista José Fernando Pesqueiro diz que não há tantos motivos para preocupar. 
3899,"Os tripulantes das naves Soyuz-1, Soyuz-11, Apollo-1, Challenger e Columbia. ","Os tripulantes das naves Soyuz-1, Soyuz-11, Apollo-1, Challenger e Columbia. "
1940,A Procempa (estatal municipal da área de informática) oferece acesso em parques e no Mercado Público. ,A Procempa oferece acesso em parques e no Mercado Público. 
22,"-- Elas atacam mais nos locais em que o pessoal das excursões lava mãos e pratos após as refeições -- diz Adalberto Silva, presidente da associação dos moradores da localidade. ",-- Elas atacam mais nos locais em que o pessoal das excursões lava mãos e pratos após as refeições -- diz Adalberto Silva. 
3367,"A descoberta, segundo pesquisadores da Universidade de Wisconsin-Madison (EUA), poderá levar à compreensão de como as epidemias da doença surgem e qual a melhor forma de combatê-las. ","Na opinião dos pesquisadores da Universidade de Wisconsin-Madison, nos Estados Unidos, a descoberta poderá ajudar a compreender como as epidemias da doença surgem e qual a melhor forma de combatê-las. "
2195,"Há nove anos nos Correios, Telma dos Santos Pacheco, que entregava cartilhas aos passantes, coleciona cicatrizes da falta de cuidado dos proprietários de cães. ","Telma dos Santos Pacheco, que entregava cartilhas a quem passava, tem muitas cicatrizes da falta de cuidado dos proprietários de cães. "
493,"Dessa forma, será possível avistar apenas um pequeno disco negro projetado sobre o Sol. ",Será possível ver apenas um pequeno disco negro projetado sobre o Sol. 
4044,"A longo, longuíssimo prazo, poderá surgir uma pele biônica, que poderia tanto ser aplicada a robôs com formas humanas quanto ser utilizada em pessoas de verdade. ","A longo, muito longo prazo, uma pele com partes eletrônicas poderá surgir, podendo tanto ser aplicada a robôs com formas humanas quanto ser utilizada em pessoas de verdade. "
3357,"É o que mostra o estudo publicado pelo britânico David Vaughan e por seus colegas do British Antarctic Survey na revista ""Science"" desta semana. ","É o que mostra o estudo publicado pelo britânico David Vaughan e por seus colegas do British Antarctic Survey na revista ""Science"" desta semana. "
3962,"Estamos com um saco de 200 kg de sedimento para peneirar, diz, gesticulando para indicar o tamanho do trabalho à frente. ","Gesticulando para indicar o tamanho do trabalho à frente, diz: "
1710,-- Vamos trabalhar até as 18h de domingo nas operações no Centro. ,-- Vamos trabalhar até as 18h de domingo nas operações no Centro. 
2593,"As direções de muitas escolas, porém, são contrárias à medida. ",Mas as direções de muitas escolas são contrárias à medida. 
2905,O cobertor do Rap é curto. ,O cobertor do Rap é curto. 
1053,"Impaciência, buzinas e irritação marcaram a quinta-feira na Paulicéia, numa cena semelhante à vivenciada em maio, na primeira grande onda de ataques do PCC. ","Falta de paciência, buzinas e irritação marcaram a quinta-feira em São Paulo. "
1600,O objetivo dos organizadores é conscientizar a população para os prejuízos do excesso de carros e refletir sobre alternativas de transporte. ,O objetivo dos organizadores é fazer a população tomar consciência dos prejuízos do excesso de carros e refletir sobre alternativas de transporte. 
2724,Os corredores normalmente ecoam apenas cantos dos monges beneditinos e os acordes da afinação do órgão. ,Os corredores normalmente produzem ecos apenas dos cantos dos monges beneditinos e dos sons musicais da afinação do órgão. 
1026,"-- Só fiquei sabendo pela mãe do amigo dele, que conseguiu ir lá e pagar a fiança. ",-- Só fiquei sabendo pela mãe do amigo dele. 
3330,"Elas funcionariam do outro lado da equação, disse Clapham. ","Elas funcionariam do outro lado da equação, disse Clapham. "
198,-- Ou a Assembléia errou ao avaliar que ele era capaz ou existem na Casa práticas que permitem que pessoas ocupem cargos sem capacidade para eles. ,-- A Assembléia errou quando avaliou que ele era capaz ou na Assembléia existem práticas que permitem que pessoas ocupem cargos sem qualificação para eles. 
2128,"O novo inquérito, que deverá esclarecer definitivamente como Diana perdeu a vida, é comandado pelo juiz Scott Baker. ",O novo inquérito é comandado pelo juiz Scott Baker. 
2160,"-- Os orientais por vezes carregam o sofrimento dos pais, do desemprego. ",-- Os orientais por vezes carregam o sofrimento dos pais e do desemprego. 
1024,"A mãe, Ana Beatriz Oliveira, afirmou não ter sido avisada pela polícia. ",A mãe afirmou que a polícia não a avisou. 
3407,"Os modelos mais tradicionais sugerem que bolas de gás como Júpiter ou Saturno são extremamente raras, algo que com certeza não são. ","Os modelos mais tradicionais sugerem que bolas de gás como Júpiter ou Saturno são extremamente raras, algo que com certeza não são. "
3133,O mesmo acontece atualmente com os astrônomos que fotografam estrelas muito distantes. ,Isso também acontece hoje com os astrônomos que fotografam estrelas muito distantes. 
679,"As bolsas podem cair, o que não vai cair é a economia venezuelana, que está pujante como nunca -- disse. ",As bolsas podem cair. 
3325,Novos remédios. ,Novos remédios. 
1946,Que o diga o tecnólogo paulista Flavio Chiarotti Junior. ,Que o diga o tecnólogo paulista Flavio Chiarotti Junior. 
1256,"Pegou emprestado um skate e desceu uma lomba do Costão do Santinho, praia do município de Florianópolis. ",Ele pegou emprestado um skate. 
4005,"Um primata da floresta que começasse a incorporar raízes como alimento secundário teria vantagens em se dirigir para a borda da floresta, e mais ainda na savana.","Um macaco da floresta que começasse a incorporar raízes como alimento secundário teria vantagens em se dirigir para a borda da floresta, e mais ainda na savana."
509,O governo começou a traçar a estratégia para não perder a votação da CPMF na Comissão de Constituição e Justiça (CCJ) do Senado. ,O governo começou a traçar a estratégia para não perder a votação da CPMF na Comissão de Constituição e Justiça (CCJ) do Senado. 
3338,"Falta ainda obter plantas transgênicas adultas e comprovar que o gene está sendo expressado, ou seja, que a proteína capaz de provocar a imunização está presente na planta, e não só o gene correspondente. ","Falta ainda obter plantas transgênicas adultas e comprovar que o gene está sendo expressado, ou seja, que a proteína capaz de provocar a proteção está presente na planta, e não só o gene correspondente. "
192,"Uma dúvida que paira hoje na Assembléia é se Ubirajara Amaral Macalão, principal envolvido na compra e no desvio de selos, era qualificado para ocupar a direção do Departamento de Serviços Administrativos (DSA). ",Hoje existe na Assembléia uma dúvida sobre a qualificação de Ubirajara Amaral Macalão para ser diretor do Departamento de Serviços Administrativos (DSA). 
3659,"Essa antiguidade pode significar que o causador da doença, também conhecida como Sars (sigla em inglês para síndrome respiratória aguda grave), não sofre mutações com tanta facilidade. ","Por ser antigo, o vírus que causa a doença, também conhecida como Sars, sigla em inglês para síndrome respiratória aguda grave, não sofre mutações com tanta facilidade. "
1816,"A partir de agora, ele terá à disposição quatro servidores federais para trabalhar na segurança e apoio pessoal, além de dois assessores, dois carros e motoristas. ","De agora em diante, ele terá à disposição quatro servidores federais trabalhando na segurança e no apoio pessoal, além de dois assessores, dois carros e motoristas. "
606,"Da residência, nada sobrou. ",Nada sobrou da casa. 
3341,"Ele pesquisa uma vacina produzida em tomates contra o vírus respiratório sincicial, que ataca recém-nascidos. ","Ele pesquisa uma vacina produzida em tomates contra o vírus respiratório sincicial, que ataca bebês que acabaram de nascer. "
1846,"O banco central chinês aumentou recentemente o depósito compulsório à vista dos bancos, retirando dinheiro de circulação para evitar especulação com ações, uma das principais formas de investimento no país. ",O banco central chinês aumentou há pouco tempo o depósito à vista obrigatório para os bancos. 
90,"Considerado culpado de ameaçar com um cachorro sem focinheira um dos detentos e de negligência no cumprimento do dever, ele foi rebaixado e condenado ontem por um tribunal militar a 90 dias de trabalho forçado sem confinamento. ",Ele foi considerado culpado de ameaçar um dos prisioneiros com um cachorro sem focinheira. 
2365,"Diz a tradição que, ao receber o objeto, o católico deve orar junto à pessoa que o entregou. ",A tradição diz que o católico deve rezar junto à pessoa que entregou o objeto. 
2495,"Satisfeito com a adesão de outras pessoas ao seu objetivo de preservar a memória dos moradores nativos, Inácio poderá ser visto e ouvido por muitas vezes no local. ",Inácio está satisfeito com o apoio de outras pessoas ao seu objetivo de preservar a memória dos moradores nativos. 
593,"Entre os itens da proposta americana estão a proibição do comércio de material que possa ser usado para a fabricação de armas de destruição em massa, a inspeção de todos os navios cargueiros que cheguem ou saiam do país, a suspensão de todas as operações financeiras usadas para apoiar a proliferação nuclear, a proibição da importação de artigos de luxo e o embargo de compras de material militar pelo país. ",Estes são os itens da proposta americana: 
1385,"Em sessão que inicia às 14h, de hoje, os 49 desembargadores do Tribunal de Justiça escolherão os três nomes de uma lista de seis indicados pela OAB para ocupar o chamado quinto constitucional. ",Os 49 desembargadores do Tribunal de Justiça escolherão os três nomes de uma lista de seis indicados pela Ordem dos Advogados do Brasil para ocupar o chamado quinto constitucional. 
2446,"Os manetes correm sozinhos até uma posição predefinida, e continuam se movendo para frente e para trás durante toda a viagem, permitindo que o piloto acompanhe visualmente o status dos motores. ","Os manetes correm sozinhos até uma posição definida antes e continuam se movendo para frente e para trás durante toda a viagem, permitindo que o piloto acompanhe com os olhos o status dos motores. "
3836,"É muito difícil saber o que acontece, porque o bicho vive enterrado, diz Brescovit. ",Brescovit diz: 
1032,"Paide ferreira, Júlio Ferreira questionou a condução ao Presídio Central em um momento marcado pela superlotação carcerária. ",O pai de Ferreira questionou a condução ao Presídio Central em um momento de superlotação da cadeia. 
345,A agenda será cheia nos próximos dois dias. ,A agenda será cheia nos próximos dias. 
3864,As diferenças não são minúsculas.,As diferenças não são minúsculas.
213,"Dia 17, por exemplo, Campo Bom registrou 40,8° C -- apenas 1,8 abaixo do recorde gaúcho. ","No dia 17, Campo Bom teve 40,8 C, apenas 1,8 C abaixo do recorde gaúcho. "
1753,"Eua, Grã-Bretanha, França e outros países temem que o Irã pretenda fabricar armas atômicas, mas os iranianos insistem que seu programa nuclear tem objetivos pacíficos -- a produção de energia. ","Eua, Grã-Bretanha, França e outros países temem que o Irã pretenda fabricar armas atômicas. "
3001,"De turma em turma, se repetiu o coro ""De novo!"". ","De turma em turma, o coro se repetiu, ""De novo!"". "
3229,"Em estudos no Terceiro Mundo, os cientistas se desobrigariam de fornecer aos doentes o melhor tratamento médico conhecido. ","Em estudos no Terceiro Mundo, os cientistas ficariam livres da obrigação de fornecer aos doentes o melhor tratamento médico conhecido. "
2062,Uma boa parte foi comovida pelo movimento que se originou nos centros acadêmicos das universidades. ,Uma boa parte foi estimulada pelo movimento que se originou nos centros acadêmicos das universidades. 
2892,Suja o nosso lado. ,Suja o nosso lado. 
953,"Mais de 30 mil aves mortas -- até agora, esse é o saldo do que pode ser um dos maiores desastres ambientais do Mar Negro em anos. ",Mais de 30 mil aves morreram. 
3183,"O Instituto Nacional de Pesquisas Espaciais (Inpe) prediz um aumento de temperatura de até 5 C nas áreas mais secas da Amazônia, em 50 anos, se a emissão de gases por queimadas permanecer nos níveis atuais. ","O Instituto Nacional de Pesquisas Espaciais prevê um aumento de temperatura de até 5 C nas áreas mais secas da Amazônia nos próximos 50 anos, se a emissão de gases por queimadas permanecer nos níveis atuais. "
1885,"É a segunda maior reserva energética do país, só atrás da hidreletricidade. ",O carvão é a segunda maior reserva de energia do país. 
587,"-- Mais uma vez, a Coréia do Norte desafiou a vontade da comunidade internacional, e a comunidade internacional responderá à altura -- declarou o presidente americano, George W Bush. ",-- A Coréia do Norte desafiou mais uma vez a vontade da comunidade internacional. 
1325,"Lá, iniciou a vida religiosa. ","Lá, iniciou a vida religiosa. "
1185,"Há pouco mais de um ano, ele estava orbitando no espaço. ","Há pouco mais de um ano, Marcos Pontes estava em órbita no espaço. "
3715,"Estamos recolhendo amostras de coprólitos [fezes fossilizadas] de duas cavernas em Israel com 40 mil anos, onde provavelmente Cro-Magnons [os primeiros humanos modernos] e neandertais viveram lado a lado, contou o pesquisador durante a reunião da Associação Americana para o Avanço da Ciência. ","Estamos recolhendo pedaços de cocô fossilizado em duas cavernas em Israel com 40 mil anos, onde provavelmente os primeiros humanos modernos e os homens de Neandertal viveram lado a lado, contou o pesquisador durante a reunião da Associação Americana para o Avanço da Ciência. "
241,-- Não podemos eliminar a possibilidade de que o aumento da variabilidade climática seja um primeiro sintoma do aquecimento global. ,Nobre diz: 
3587,"Estimativas da agência davam conta de que mais de 40 pedaços, com até 120 kg, poderiam resistir ao atrito com o ar e chegar ao solo. ","Cálculos da agência davam conta de que mais de 40 pedaços, com até 120 kg, poderiam resistir ao atrito com o ar e chegar ao solo. "
851,O jantar comunitário vai reunir representantes e freqüentadores das sete sinagogas de Porto Alegre. ,O jantar comunitário vai reunir representantes e freqüentadores das sete sinagogas de Porto Alegre. 
80,Isso dificilmente conterá a torrente de denúncias que ameaça minar o novo governo iraquiano e o apoio do público nos EUA à guerra iniciada pelo presidente George W Bush. ,Isso dificilmente conterá a grande quantidade de denúncias que ameaça enfraquecer o novo governo iraquiano. 
3669,Mas esse não parece ser o caso do coronavírus da Sars. ,Mas esse não parece ser o caso do coronavírus da Sars. 
3541,"O Maldi, cuja invenção rendeu o Prêmio Nobel de Química deste ano para o japonês Koichi Tanaka, é a principal ferramenta dos estudos de proteômica, ciência que busca entender como as proteínas interagem para pôr um organismo em funcionamento. ","O Maldi, cuja invenção rendeu o Prêmio Nobel de Química deste ano para o japonês Koichi Tanaka, é a principal ferramenta dos estudos de proteômica, ciência que busca entender de que modo as proteínas agem uma na outra com o objetivo de pôr um organismo em funcionamento. "
1279,"Natural de Cerro Largo, na região noroeste do Estado, dom Odilo Scherer é um dos 23 novos ""príncipes da Igreja Católica"" anunciados ontem pelo Vaticano. ","Domodilo Scherer é um dos 23 novos ""príncipes da Igreja Católica"". "
9,O que chamou a atenção das autoridades foi o aumento no número de ataques em relação aos outros anos. ,O aumento no número de ataques em relação aos outros anos chamou a atenção das autoridades. 
12,"Ele e amigos, como Giovane Silva Ferreira, 13 anos, passam as tardes pescando o peixe, depois levado para uma associação de artesãos que faz o curtimento da pele do animal. ","Ele e amigos, como Giovane Silva Ferreira, 13 anos, passam as tardes pescando o peixe. "
499,Ele ressalta que o próximo trânsito ocorrerá somente em 9 de maio de 2016. ,Ele destaca que o próximo trânsito ocorrerá somente em 9 de maio de 2016. 
2995,"Começou perguntando o que elas haviam achado da festa junina, na sexta-feira anterior. ",Começou perguntando o que elas haviam achado da festa junina. 
3543,"Um espectrômetro de massa para proteômica custa, em média, cerca de US$ 500 mil. ","Por ser de operação delicada, também é um aparelho caro, custa cerca de 500 mil dólares. "
1105,Delegados finalizam texto sobre metas de emissão de gases. ,Representantes terminam texto sobre metas de emissão de gases. 
60,"Uma parcela critica o uniforme, porque acredita que ele ameaçaria a individualidade de cada um. ","Alguns criticam o uniforme, porque acreditam que ele ameaça a individualidade de cada um. "
330,"No final de março, quando visitar Amsterdã, a convite da empresa Amsterdam Arena Advisory (AAA), que faz o estudo para a viabilidade da construção do novo estádio, o presidente Paulo Odone espera receber uma proposta dos holandeses, responsáveis por erguer a Arena do Ajax em 1995. ",O presidente Paulo Odone vai visitar Amsterdã no final de março. 
634,Bombeiros não recomendam ação. ,Bombeiros não recomendam ação. 
1914,Rubemar Gonçalves tem 38 anos e é o encarregado das obras da empresa de construções em que trabalha. ,Rubemar Gonçalves tem 38 anos. 
4035,Mas o problema maior é o dano causado localmente logo depois da picada.,"Diz: ""Mas o problema maior é o dano causado no local em seguida à picada""."
271,O fenômeno foi responsável pelo cancelamento de 12 vôos e pelo atraso de outros 26 pousos e decolagens. ,A neblina foi responsável pelo cancelamento de 12 vôos. 
2210,"Braga, que já havia sido mordido por um vira-lata quando entrou para os Correios, em 2000, está sem trabalhar desde o ataque dos pitbulls. ",Braga entrou para os Correios em 2000. 
236,A inconsistência climática abre espaço para conjecturas sobre o papel do aquecimento global na atmosfera gaúcha. ,A variação do clima abre espaço para questões sobre o papel do aquecimento global na atmosfera gaúcha. 
2704,"Dela se passa ao quarto de dormir, dominado por uma grande cama com madeira de 450 anos de idade. ",Dela se passa ao quarto de dormir. 
2256,"Após o Chikyu fazer uma perfuração, sensores serão instalados no interior do buraco para monitorar o movimento das placas tectônicas. ","Após o Chikyu fazer uma perfuração, vão instalar sensores no interior do buraco, com o objetivo de vigiar o movimento das placas tectônicas. "
194,O departamento gerencia um orçamento mensal em torno de R$ 400 mil referentes a 27 contratos. ,O departamento gerencia um orçamento mensal em torno de R$ 400 mil. 
2288,"A taxa básica é mantida pelo Fed em 5,25% desde junho de 2006. ","O Fed mantém a taxa básica em 5,25% desde junho de 2006. "
2803,"Vieram 44 grupos de usuários e universidades -- disse o coordenador geral do evento, Sady Jacques, na abertura do Fisl, à tarde. ",Quarenta e quatro grupos de usuários e universidades vieram -- disse o coordenador geral do evento na abertura do Fisl à tarde. 
3987,"Para Greg Laden, da Universidade de Minnesota, e Richard Wrangham, da Universidade Harvard, raízes, tubérculos e outros Usos (sigla em inglês para ""órgãos subterrâneos de armazenamento"" das plantas) permitiram que os primeiros hominídeos, como são conhecidos os ancestrais do homem, saíssem da mata fechada e colonizassem ambientes abertos a partir de uns 6 milhões de anos atrás. ","Na opinião de Greg Laden, da Universidade de Minnesota, e Richard Wrangham, da Universidade de Harvard, raízes, tubérculos e outros órgãos subterrâneos de armazenamento das plantas (Usos) permitiram que os primeiros hominídeos, como são conhecidos os antepassados do homem, saíssem da mata fechada e se espalhassem em ambientes abertos a partir de uns 6 milhões de anos atrás. "
1482,"Se obedecidas as instruções corretas em relação ao espaçamento e o cuidado para evitar concentração de árvores num mesmo local, o florestamento não representa ameaça ao ecossistema e será uma opção de renda ao produtor, avalia Schumacher. ","Se as instruções corretas em relação ao espaçamento e ao cuidado para evitar muitas árvores num mesmo local forem obedecidas, a plantação de florestas não representa ameaça ao ecossistema. "
2519,Os representantes dos mineiros e das mineradoras vieram em 16 ônibus de toda a região de Criciúma. ,Os representantes dos mineiros e das mineradoras vieram em 16 ônibus de toda a região de Criciúma. 
1523,"-- O Pequeno Príncipe original era melancólico, com pontos de alegria. ",-- O Pequeno Príncipe original era triste com pontos de alegria. 
2227,"No Brasil, a comercialização é proibida por lei. ","No Brasil, o comércio é proibido por lei. "
1427,"Investimento pequeno para o retorno esperado, na opinião da professora, empresária e mãe, Gevânia Frizon, 37 anos. ","Na opinião da mãe, o investimento é pequeno para o retorno esperado. "
3844,"Estudos baseados em modelos de computador, publicados nos dois principais periódicos científicos do planeta, indicam que diagnóstico rápido, quarentena de doentes e tratamento em massa com antivirais seriam capazes de impedir algo semelhante ao que aconteceu com a chamada gripe espanhola, logo depois da Primeira Guerra Mundial. ","Dois estudos com base em modelos de computador indicam que determinação rápida da doença, isolamento de doentes por 40 dias e tratamento em massa com remédios antivírus seriam capazes de impedir algo semelhante ao que ocorreu com a gripe espanhola, logo depois da Primeira Guerra Mundial. "
1077,"-- O PCC mexeu numa peça sensível e emperrou a engrenagem -- reconheceu o coronel Eliseu Eclair, comandante da PM paulista. ",-- O PCC mexeu numa peça sensível. 
17,"Pescadores tentarão retirar o maior número de peixes da espécie, que pode atingir 20 centímetros de comprimento e um quilo. ",Pescadores tentarão retirar o maior número de peixes da espécie. 
1502,"Lula chegou ao local às 16h15 min, após passagem por Curitiba, e permaneceu duas horas e meia em solo gaúcho. ",Lula chegou ao local às 16h15 min. 
2347,-- Brincar somente no computador é tão ruim como subir em árvores todos os dias. ,-- Brincar somente no computador é tão ruim como subir em árvores todos os dias. 
958,"No domingo, durante a pior tempestade dos últimos 30 anos na região, um navio cargueiro russo se partiu em dois e derramou toneladas de óleo combustível, contaminando as águas. ","No domingo, um navio de carga russo se partiu em dois durante a pior tempestade dos últimos 30 anos. "
3159,"Guerra participou do debate ""Biotecnologia para uma Agricultura Sustentável"", realizado ontem durante a 52ª Reunião Anual da SBPC (Sociedade Brasileira para o Progresso da Ciência), sobre as biotecnologias apropriadas ao desenvolvimento do país. ","Guerra participou do debate ""Biotecnologia para uma Agricultura Sustentável"". "
221,"Isso faz com que sopre mais vento quente do Norte e aumente ainda mais a temperatura -- avalia Flávio Varone, do 8º Distrito de Meteorologia. ",Isso faz soprar mais vento quente do Norte. 
1975,"Ontem, o ministro interino de Minas e Energia, Nelson Hubner, avisou que ainda em 2008 o governo pensa em elevar o percentual para 3% de forma autorizada, isto é, não obrigatória. ","Ontem, Nelson Hubner avisou que o governo pensa em elevar a taxa para 3% de forma autorizada, isto é, não obrigatória, ainda em 2008. "
1157,"Apesar das constantes diferenças políticas entre as bancadas na Assembléia, o PT acabou isolado nas críticas às novas medidas. ",Há constantes diferenças políticas entre as bancadas na Assembléia. 
1261,"Estaria sem proteção para braços e pernas, calçando chinelos de dedo e sem capacete. ",Lima estaria sem proteção para braços e pernas. 
2222,"O macho, estamos vendo ainda -- revelou, acrescentando que prestou socorro ao carteiro. ","O macho, estamos vendo ainda -- revelou, acrescentando que prestou socorro ao carteiro. "
